id,lat,lon,has_real_aq
496,41.79779452815,-87.7477804091,True
861,41.890834246050005,-87.6302983988,True
862,41.89089978055,-87.62608347074999,True
863,41.890968603350004,-87.62217718915,True
864,41.8910542578,-87.61722725585,True
877,41.9130509892,-87.62918797495,True
944,41.9717506942,-87.76444063675001,True
1053,41.8830879335,-87.64221561720001,True
1054,41.8831714559,-87.6307251881,True
1055,41.88458503865,-87.61749910329999,True
1056,41.8846303255,-87.6225460643,True
1057,41.88460367275,-87.63075936519999,True
1089,41.663511975199995,-87.62951281855,True
1090,41.6596689331,-87.6036272993,True
1104,41.8514326691,-87.75408969579999,True
1105,41.8514982288,-87.74187859265,True
1124,41.7273037356,-87.7407789599,True
1222,41.886480500000005,-87.647299,True
1226,41.91455,-87.6482005,True
1227,41.921817000000004,-87.64844400000001,True
1228,41.9290865,-87.648695,True
1229,41.936349,-87.6489485,True
1231,41.950939000000005,-87.64940250000001,True
1232,41.695997500000004,-87.64268200000001,True
1302,41.873074,-87.6224385,True
1133,41.843996293550006,-87.74418276245001,True
1134,41.85860396395,-87.7447094617,True
1173,41.66124280135,-87.61787848235,True
1178,41.79239314845,-87.58209679835,True
1181,41.79266755555,-87.5820935941,True
1182,41.99183445615,-87.66005724995,True
1184,42.009183920249995,-87.6620025821,True
1186,42.0018754291,-87.66083825355,True
1188,41.988224622299995,-87.6696631483,True
1213,41.819821000000005,-87.6456355,True
1214,41.827104000000006,-87.6458255,True
1215,41.834398,-87.6460005,True
1216,41.842620999999994,-87.6461915,True
1233,41.703278,-87.64291,True
1234,41.7105655,-87.6431085,True
1235,41.717836500000004,-87.64329799999999,True
1236,41.725112499999994,-87.64350400000001,True
1237,41.73242,-87.643681,True
1239,41.747001,-87.644127,True
1246,41.797943000000004,-87.645443,True
1247,41.8052245,-87.6456325,True
1248,41.812523999999996,-87.64582200000001,True
1249,41.819821000000005,-87.6460155,True
1250,41.827104000000006,-87.64620550000001,True
1251,41.834398,-87.64638049999999,True
1252,41.842620999999994,-87.6465715,True
1253,41.849920999999995,-87.646681,True
1254,41.856279,-87.64679100000001,True
1263,41.921817000000004,-87.64882399999999,True
1264,41.9290865,-87.649075,True
1265,41.936349,-87.6493285,True
1266,41.9436475,-87.64956649999999,True
1280,41.887708,-87.620333,True
1286,41.89677450000001,-87.62847500000001,True
1288,41.8966055,-87.64022700000001,True
1290,41.896432,-87.6515985,True
1292,41.871526,-87.627418,True
1293,41.871526,-87.627618,True
1294,41.881226,-87.627697,True
1295,41.881226,-87.62789699999999,True
1300,41.878012,-87.6420775,True
1304,41.874238,-87.643306,True
1309,41.874488,-87.643306,True
131,41.9798229242,-87.66953107145,True
132,41.9851133317,-87.66957938544999,True
140,41.783106772400004,-87.6644909461,True
141,41.790386667899995,-87.6646714914,True
142,41.797672356,-87.66486250425,True
143,41.804962394650005,-87.66505787610001,True
144,41.8122386857,-87.66524375419999,True
150,41.86232868425,-87.66644438489999,True
155,41.9000464812,-87.6675859682,True
156,41.9073248057,-87.66778604145,True
157,41.91458959285,-87.6680759885,True
158,41.921850238299996,-87.6683031067,True
173,41.79373956545,-87.69867465445,True
174,41.793920902400004,-87.68891848005,True
175,41.7940336559,-87.6791697733,True
176,41.79410754605,-87.66943977435,True
182,41.7344696511,-87.7361103737,True
183,41.7346352372,-87.72630992255,True
184,41.73480115380001,-87.716726647,True
187,41.9098032166,-87.7215170033,True
194,41.9106756752,-87.65521776700001,True
195,41.91090374895,-87.64071270845,True
196,41.90908813055,-87.800280217,True
197,41.909210905600006,-87.78988260155,False
198,41.9093243576,-87.7802885313,True
199,41.909457888800006,-87.7706686297,True
205,41.9101919452,-87.71182924224999,True
206,41.91030353965,-87.70199631189999,True
207,41.910406309150005,-87.69212640660001,True
8,41.794099659850005,-87.65001876245,True
9,41.79428104745,-87.63814507145,True
10,41.7944517153,-87.62841543454999,True
11,41.794584794,-87.6208425801,True
14,41.7925829437,-87.775707513,True
